id,x_pixel,y_pixel,z_normalized,z_depth,class
13,226,200,-0.1542489379644394,3100,2
14,253,246,-0.2039314657449722,2897,2
15,274,273,-0.2239228785037994,2996,2
16,288,290,-0.2383747100830078,3061,2
17,210,217,-0.1585669368505478,3129,2
18,208,237,-0.1926730573177337,3057,2
19,203,246,-0.201398953795433,3068,2
20,197,255,-0.2102389335632324,9040,2
0,251,228,2.866999295747519e-07,2689,2
1,281,242,-0.0371229238808155,3081,2
2,305,253,-0.0717611610889434,0,2
3,310,274,-0.0950461104512214,4959,2
4,298,294,-0.1155331507325172,0,2
5,294,177,-0.1372583359479904,5654,2
6,312,178,-0.1860442906618118,5616,2
7,315,187,-0.2075544744729995,5548,2
8,309,200,-0.2222587913274765,0,2
9,264,162,-0.1358336061239242,6019,2
10,276,238,-0.1904675662517547,3068,2
11,291,283,-0.2099306583404541,0,2
12,295,311,-0.2262051254510879,4790,2
13,233,168,-0.1306110024452209,5573,2
14,249,247,-0.1834106594324112,2667,2
15,267,277,-0.1974376440048217,2820,2
16,278,287,-0.2040280103683471,2894,2
17,206,181,-0.1250691264867782,0,2
18,200,212,-0.1653569787740707,2862,2
19,188,227,-0.1821416616439819,2746,2
20,175,235,-0.1959213614463806,0,2
0,281,195,7.534471251346986e-07,3084,2
1,325,197,-0.0296877324581146,0,2
2,356,211,-0.0674962475895881,0,2
3,368,234,-0.1011370494961738,5302,2
4,371,257,-0.1389864087104797,5073,2
5,331,167,-0.1175808310508728,5862,2
6,342,173,-0.1660792529582977,5767,2
7,359,182,-0.1992227137088775,5758,2
8,374,195,-0.2232828438282013,5600,2
9,296,169,-0.129023790359497,5810,2
10,325,220,-0.1855779439210891,0,2
11,342,256,-0.208855003118515,0,2
12,354,284,-0.224847674369812,4935,2
13,270,183,-0.1382181346416473,0,2
14,296,228,-0.1860815584659576,2933,2
15,317,258,-0.1993734836578369,3104,2
16,330,279,-0.2078871726989746,0,2
17,252,199,-0.1487485468387603,3174,2
18,251,224,-0.1807771325111389,3104,2
19,252,233,-0.1875726282596588,3101,2
20,253,241,-0.1941117644309997,3336,2
0,325,225,-6.672157724096905e-07,2800,2
1,285,232,-0.048869676887989,2687,2
2,248,242,-0.0871308296918869,2623,2
3,250,269,-0.1196645945310592,2677,2
4,282,299,-0.148628756403923,4889,2
5,270,178,-0.0997766256332397,4807,2
6,250,184,-0.1386034190654754,0,2
7,234,208,-0.1508957296609878,2474,2
8,227,234,-0.1555792987346649,4715,2
9,306,172,-0.0965545699000358,4881,2
10,279,257,-0.1339051276445388,2629,2
11,276,279,-0.1353629976511001,2625,2
12,283,279,-0.1345390081405639,2561,2
13,341,186,-0.0961437597870826,5073,2
14,315,266,-0.1311150044202804,2269,2
15,308,271,-0.1254709959030151,0,2
16,310,266,-0.1186631470918655,2276,2
17,368,204,-0.1009922698140144,4372,2
18,358,257,-0.1402779072523117,0,2
19,362,270,-0.1438028961420059,0,2
20,372,273,-0.1391612440347671,0,2
0,323,189,3.198257729764009e-07,0,2
1,358,197,-0.0314543955028057,6058,2
2,390,225,-0.0686072781682014,6144,2
3,409,253,-0.0947950482368469,6292,2
4,433,278,-0.122448019683361,6611,2
5,373,185,-0.1531183272600174,6087,2
6,396,229,-0.2051607966423034,6184,2
7,413,259,-0.2253680378198623,6374,2
8,425,281,-0.2349217534065246,6531,2
9,339,185,-0.1562728136777877,6123,2
10,345,255,-0.2098506689071655,2577,2
11,355,296,-0.2209277004003524,0,2
12,362,320,-0.2275497913360595,6150,2
13,309,191,-0.1545861810445785,3020,2
14,315,256,-0.2079956829547882,0,2
15,328,293,-0.2214686870574951,0,2
16,340,315,-0.2258985787630081,0,2
17,286,199,-0.150167167186737,2988,2
18,289,245,-0.1851055920124054,2762,2
19,290,267,-0.1903678774833679,2754,2
20,290,277,-0.1939274817705154,2780,2
0,341,89,6.366233833432489e-07,6788,2
1,370,98,-0.0331115685403347,6733,2
2,392,111,-0.0648556724190712,6507,2
3,400,131,-0.091835580766201,0,2
4,405,146,-0.1194767653942108,0,2
5,372,78,-0.0959358364343643,6729,2
6,396,88,-0.131747305393219,0,2
7,420,94,-0.152861014008522,0,2
8,438,101,-0.1684235781431198,0,2
9,351,77,-0.0988203138113021,6692,2
10,358,122,-0.1462306529283523,0,2
11,368,159,-0.1612476706504821,0,2
12,373,187,-0.1699674725532531,0,2
13,334,85,-0.1011272445321083,6904,2
14,344,127,-0.1432100534439087,2843,2
15,358,161,-0.1493096202611923,0,2
16,367,184,-0.1500570774078369,0,2
17,325,98,-0.1053241863846778,6740,2
18,334,126,-0.1360982656478881,2960,2
19,342,138,-0.1409846395254135,2796,2
20,350,144,-0.1430222541093826,2706,2
0,411,187,1.9503782766605585e-07,6674,2
1,391,203,-0.0417710654437541,3500,2
2,389,223,-0.0766737684607505,3563,2
3,406,239,-0.1021139100193977,0,2
4,430,257,-0.1275436282157898,10068,2
5,387,169,-0.1146173328161239,6494,2
6,376,194,-0.1598619073629379,3516,2
7,374,219,-0.1824643164873123,3333,2
8,374,240,-0.1960975080728531,0,2
9,412,166,-0.1100189089775085,7006,2
10,404,208,-0.1525258123874664,0,2
11,394,237,-0.1604117453098297,5011,2
12,385,252,-0.1680942475795745,0,2
13,432,173,-0.1056182533502578,11058,2
14,430,212,-0.145111083984375,0,2
15,419,240,-0.1464336067438125,0,2
16,409,254,-0.1472404897212982,0,2
17,448,188,-0.1034414395689964,11010,2
18,455,211,-0.1342784315347671,10759,2
19,450,229,-0.1406101435422897,10552,2
20,444,239,-0.1459819823503494,10327,2
0,364,156,-4.974008902536298e-07,0,2
1,338,160,-0.0540543831884861,2967,2
2,322,162,-0.0948331654071807,2873,2
3,331,182,-0.1295782625675201,2830,2
4,351,200,-0.1610333621501922,0,2
5,345,106,-0.0922925472259521,6585,2
6,339,142,-0.1371792703866958,0,2
7,331,156,-0.1593301594257354,2955,2
8,324,153,-0.1700174957513809,2924,2
9,374,106,-0.0838572978973388,6719,2
10,373,164,-0.1251504868268966,0,2
11,359,194,-0.1338726431131363,0,2
12,350,202,-0.1368453949689865,0,2
13,395,121,-0.0783238038420677,0,2
14,398,172,-0.1266077756881714,0,2
15,379,202,-0.1255604177713394,4527,2
16,366,210,-0.1150711327791214,4386,2
17,411,139,-0.0762423425912857,0,2
18,429,157,-0.1095515340566635,11291,2
19,439,162,-0.1093827784061431,11258,2
20,449,161,-0.1023456156253814,11332,2
0,383,192,-5.920594503550092e-07,0,2
1,350,197,-0.0503213629126548,2739,2
2,325,197,-0.0872609764337539,2704,2
3,328,216,-0.1187948063015937,2674,2
4,349,234,-0.1471694260835647,0,2
5,339,143,-0.0915030688047409,5995,2
6,327,153,-0.1355102509260177,5852,2
7,317,157,-0.1559901684522628,0,2
8,311,164,-0.1647579967975616,2846,2
9,372,137,-0.0840149745345115,5971,2
10,366,199,-0.1272284090518951,2742,2
11,360,229,-0.1351949870586395,0,2
12,356,240,-0.1368626058101654,0,2
13,400,149,-0.0796530395746231,0,2
14,397,206,-0.1327306777238845,0,2
15,384,232,-0.1354765743017196,0,2
16,373,244,-0.126729354262352,0,2
17,423,165,-0.0784439593553543,11165,2
18,430,188,-0.1266969144344329,10909,2
19,440,196,-0.1361314356327057,10789,2
20,450,201,-0.1326595395803451,10813,2
0,392,249,-1.5204237868715612e-08,4161,2
1,343,259,-0.0232948176562786,3130,2
2,310,290,-0.0549193620681762,2727,2
3,302,328,-0.0784284099936485,2824,2
4,320,355,-0.1032848134636879,5035,2
5,326,256,-0.1125906631350517,2931,2
6,309,309,-0.1335873901844024,2692,2
7,309,332,-0.1278766840696334,2818,2
8,312,341,-0.1244388371706008,2794,2
9,360,262,-0.1169273778796196,3470,2
10,338,339,-0.1419203579425811,0,2
11,341,351,-0.1310200244188308,5141,2
12,348,344,-0.1250500679016113,5198,2
13,389,272,-0.1174845620989799,4121,2
14,369,345,-0.1439565122127533,0,2
15,362,356,-0.1375926882028579,5252,2
16,361,351,-0.1340426951646804,5253,2
17,412,280,-0.1176732629537582,9196,2
18,405,321,-0.1450923532247543,8878,2
19,408,327,-0.1488604396581649,8852,2
20,417,323,-0.1518968194723129,8892,2
0,280,277,1.5552620880043833e-07,3124,2
1,317,283,-0.0216127429157495,3910,2
2,344,307,-0.0440877899527549,5009,2
3,353,336,-0.0548071898519992,4854,2
4,348,357,-0.0634476095438003,4796,2
5,334,280,-0.114711120724678,5036,2
6,359,321,-0.1550599187612533,4885,2
7,375,348,-0.1706455796957016,4850,2
8,385,366,-0.181459292769432,4893,2
9,306,290,-0.1111344024538993,3035,2
10,331,359,-0.1501763761043548,4790,2
11,330,358,-0.1398777663707733,4791,2
12,322,343,-0.1278578341007232,2827,2
13,281,302,-0.1049138829112052,3054,2
14,300,366,-0.1309449821710586,4825,2
15,305,363,-0.1093893647193908,4822,2
16,301,346,-0.0918785631656646,3125,2
17,263,312,-0.099764160811901,3074,2
18,261,347,-0.1385228484869003,3831,2
19,256,366,-0.1515708416700363,4946,2
20,249,380,-0.1564782410860061,4912,2
0,390,253,-6.571782051878472e-08,4325,2
1,344,260,-0.0077961389906704,3482,2
2,313,289,-0.0280629601329565,2917,2
3,301,326,-0.0449407398700714,2831,2
4,302,354,-0.0650325566530227,0,2
5,312,272,-0.0702559351921081,2953,2
6,296,306,-0.0934523195028305,2845,2
7,287,330,-0.0974290445446968,2805,2
8,285,345,-0.0988611951470375,3024,2
9,341,278,-0.0788645595312118,3155,2
10,320,344,-0.1033499464392662,0,2
11,324,365,-0.1012763306498527,5062,2
12,333,369,-0.0989022552967071,5091,2
13,370,287,-0.0843591019511222,0,2
14,350,353,-0.1108934134244918,5218,2
15,347,367,-0.1097322627902031,5170,2
16,347,365,-0.1066580116748809,5174,2
17,397,296,-0.0879060328006744,9012,2
18,385,339,-0.1148678660392761,8656,2
19,384,349,-0.1181479692459106,0,2
20,388,348,-0.1172829940915107,8624,2
0,345,198,2.223696213832227e-07,2218,2
1,376,216,-0.0718395560979843,0,2
2,404,228,-0.1471084803342819,4454,2
3,406,237,-0.2057581096887588,4440,2
4,385,229,-0.262773185968399,0,2
5,410,147,-0.2350388914346695,4576,2
6,443,142,-0.3379285633563995,4631,2
7,459,137,-0.3888389468193054,4793,2
8,471,135,-0.4129683077335357,4852,2
9,379,125,-0.2320663183927536,4986,2
10,389,185,-0.3395788669586181,0,2
11,387,218,-0.3712717890739441,0,2
12,386,237,-0.3857748508453369,0,2
13,337,128,-0.2263600379228592,5347,2
14,335,197,-0.3204676508903503,2078,2
15,349,221,-0.3365482687950134,2368,2
16,366,224,-0.3345055878162384,0,2
17,297,143,-0.2222519665956497,3904,2
18,302,179,-0.2898234724998474,2246,2
19,311,193,-0.3072340488433838,2039,2
20,319,195,-0.3139348924160003,2037,2
0,291,288,3.043563481242018e-07,2970,2
1,330,294,-0.0350116118788719,5055,2
2,359,315,-0.0709972754120826,4868,2
3,365,341,-0.0899262726306915,4901,2
4,356,362,-0.1061004623770713,4783,2
5,343,287,-0.1632558554410934,4997,2
6,370,332,-0.2222050428390503,4912,2
7,387,362,-0.248087927699089,4905,2
8,400,382,-0.2642556428909302,4949,2
9,312,299,-0.1552487462759018,2891,2
10,336,369,-0.2054310590028762,4772,2
11,336,368,-0.1906433254480362,4774,2
12,331,350,-0.1754966229200363,2490,2
13,284,312,-0.1449411213397979,2910,2
14,305,377,-0.1778953224420547,4792,2
15,312,373,-0.1492524296045303,4791,2
16,312,355,-0.1267812550067901,3011,2
17,265,323,-0.1366645395755767,2925,2
18,264,358,-0.1810707151889801,3009,2
19,261,380,-0.1922853589057922,4883,2
20,256,395,-0.1957168579101562,4824,2
0,350,203,6.865462864880102e-08,2606,2
1,377,214,-0.0490590743720531,0,2
2,404,221,-0.0989680886268615,4522,2
3,408,239,-0.1391001492738723,4499,2
4,390,241,-0.1778938621282577,4510,2
5,402,158,-0.1663742959499359,4635,2
6,431,152,-0.2425051480531692,4633,2
7,447,155,-0.2811259031295776,4717,2
8,462,161,-0.2990191280841827,4726,2
9,373,143,-0.1651799082756042,5051,2
10,383,175,-0.2367796897888183,2032,2
11,384,213,-0.2538987994194031,4368,2
12,387,239,-0.2626107931137085,4497,2
13,337,145,-0.1628787219524383,5404,2
14,339,188,-0.2293714135885238,2409,2
15,347,219,-0.2382710874080658,2626,2
16,359,230,-0.2358459383249282,2686,2
17,302,156,-0.162248209118843,4227,2
18,303,175,-0.2134972661733627,2570,2
19,308,191,-0.2264866679906845,2401,2
20,316,198,-0.2310863435268402,2302,2
0,340,168,-1.8107343180417962e-07,2006,2
1,376,182,-0.0471581555902957,0,2
2,415,196,-0.0928823724389076,4598,2
3,414,204,-0.1379865705966949,4549,2
4,388,201,-0.1838078051805496,0,2
5,414,96,-0.0911424756050109,5050,2
6,438,96,-0.1468683928251266,5083,2
7,463,96,-0.1841219067573547,5112,2
8,489,94,-0.2081846445798874,5180,2
9,369,79,-0.0980604439973831,5025,2
10,381,140,-0.1618604063987732,1430,2
11,382,186,-0.1870781630277633,0,2
12,387,204,-0.1984615921974182,0,2
13,326,92,-0.1079046204686164,5289,2
14,331,153,-0.1722719073295593,1843,2
15,342,189,-0.1793917119503021,2077,2
16,354,199,-0.1736690253019333,2132,2
17,293,116,-0.1205688416957855,0,2
18,284,124,-0.1688269227743148,2098,2
19,272,115,-0.1737966388463974,0,2
20,261,100,-0.1692585498094558,9149,2
0,383,195,3.742323144706461e-07,0,2
1,341,212,-0.0266585294157266,3681,2
2,320,238,-0.0551906563341617,3002,2
3,320,272,-0.0744354724884033,2978,2
4,334,295,-0.0935562849044799,0,2
5,341,204,-0.0969101339578628,3792,2
6,325,204,-0.1351602673530578,3807,2
7,318,204,-0.1588552445173263,0,2
8,311,206,-0.1769859939813614,0,2
9,367,202,-0.0993743762373924,4155,2
10,352,248,-0.1559777110815048,3146,2
11,350,261,-0.1875628978013992,0,2
12,346,266,-0.2073462456464767,0,2
13,389,211,-0.0969164073467254,5602,2
14,376,266,-0.1476983875036239,4998,2
15,368,292,-0.1692016273736953,4844,2
16,356,312,-0.180963709950447,4746,2
17,403,222,-0.0920568034052848,0,2
18,404,236,-0.1279498487710952,0,2
19,414,231,-0.1372252851724624,0,2
20,420,226,-0.1441285610198974,8636,2
0,379,207,2.690578355668549e-07,0,2
1,342,222,-0.0217269640415906,3224,2
2,325,246,-0.0449576079845428,3061,2
3,324,277,-0.0590067841112613,3036,2
4,336,299,-0.0732850208878517,0,2
5,344,209,-0.0843309089541435,3846,2
6,332,208,-0.1178476512432098,3880,2
7,325,208,-0.1395404636859893,3890,2
8,317,208,-0.1551655232906341,5096,2
9,368,209,-0.0865666270256042,4183,2
10,352,252,-0.1312567740678787,3163,2
11,349,264,-0.1556898355484008,0,2
12,347,266,-0.170877531170845,0,2
13,389,218,-0.0843361467123031,5506,2
14,378,269,-0.1257885694503784,4996,2
15,369,295,-0.1424050331115722,4834,2
16,358,314,-0.1515918374061584,4746,2
17,402,228,-0.0798437967896461,0,2
18,406,244,-0.1078950017690658,0,2
19,416,239,-0.1113908812403678,0,2
20,424,235,-0.1143810525536537,8613,2
0,373,185,3.742276533102995e-07,3838,2
1,329,191,-0.0324680805206298,2758,2
2,310,213,-0.064499408006668,2586,2
3,306,241,-0.0891219079494476,2532,2
4,317,264,-0.1148596704006195,2605,2
5,339,172,-0.0971689447760582,3646,2
6,320,168,-0.1361160725355148,5268,2
7,306,155,-0.1601848304271698,5221,2
8,290,145,-0.1777302920818328,5126,2
9,370,174,-0.099681407213211,3864,2
10,355,226,-0.1450548470020294,2743,2
11,352,252,-0.1680532693862915,0,2
12,348,270,-0.1846516132354736,0,2
13,393,187,-0.0999971330165863,0,2
14,378,239,-0.147730216383934,5187,2
15,360,268,-0.1690893620252609,4902,2
16,343,291,-0.1818210631608963,4825,2
17,407,201,-0.0992666184902191,0,2
18,404,212,-0.1348802000284195,0,2
19,403,215,-0.1452505141496658,0,2
20,401,221,-0.1535788774490356,0,2
0,228,215,2.610028673188936e-07,3610,2
1,269,237,-0.0281080901622772,0,2
2,292,274,-0.0595092549920082,0,2
3,292,307,-0.0729712322354316,0,2
4,284,329,-0.0843433514237403,2636,2
5,283,259,-0.1702788025140762,0,2
6,302,320,-0.2313335686922073,0,2
7,317,358,-0.2619070708751678,0,2
8,327,387,-0.282177209854126,4386,2
9,248,263,-0.1627322435379028,2900,2
10,252,333,-0.2123707979917526,0,2
11,261,324,-0.1960503756999969,0,2
12,260,302,-0.1825913190841674,2732,2
13,218,265,-0.1517532914876938,2900,2
14,214,333,-0.184097409248352,0,2
15,231,326,-0.1548793762922287,2929,2
16,240,308,-0.1345175951719284,2821,2
17,197,268,-0.1417763233184814,2936,2
18,182,309,-0.1886822432279586,2754,2
19,173,337,-0.2016378492116928,0,2
20,161,356,-0.2073249667882919,8170,2
0,211,204,4.879515813627222e-07,0,2
1,253,236,-0.0300528146326541,0,2
2,273,270,-0.0705099180340766,0,2
3,265,300,-0.0881466120481491,2753,2
4,246,321,-0.1008433401584625,0,2
5,273,241,-0.2164151221513748,0,2
6,287,293,-0.2727589011192322,0,2
7,296,329,-0.2805570065975189,0,2
8,302,354,-0.2820040583610534,4600,2
9,239,241,-0.2088004648685455,3058,2
10,238,308,-0.242851436138153,3082,2
11,244,318,-0.1951449066400528,3196,2
12,245,308,-0.1619166731834411,3188,2
13,209,245,-0.1966233402490615,3075,2
14,202,309,-0.2170845568180084,2946,2
15,219,316,-0.1687833219766616,3107,2
16,232,305,-0.13849937915802,2909,2
17,186,249,-0.1861802786588668,3299,2
18,170,284,-0.2288601547479629,2882,2
19,162,312,-0.236992135643959,2669,2
20,154,329,-0.2396765202283859,8374,2
0,491,180,5.443448003461526e-08,10443,2
1,439,200,-0.0236991737037897,3887,2
2,419,246,-0.0414853692054748,2897,2
3,420,288,-0.0441931150853633,2972,2
4,434,319,-0.0448341406881809,4996,2
5,453,236,-0.1186199709773063,0,2
6,454,303,-0.1441177725791931,2822,2
7,457,342,-0.1537075638771057,0,2
8,463,373,-0.1620967239141464,0,2
9,491,234,-0.1095105111598968,9971,2
10,483,306,-0.1239690855145454,0,2
11,466,305,-0.1142995581030845,2775,2
12,459,296,-0.1137958541512489,2826,2
13,521,236,-0.0961107164621353,10043,2
14,515,312,-0.1031464859843254,0,2
15,500,302,-0.0932780727744102,0,2
16,492,283,-0.0931885242462158,0,2
17,538,241,-0.0832954719662666,10103,2
18,552,296,-0.1004273518919944,9733,2
19,554,320,-0.1129637658596038,0,2
20,557,338,-0.1260265856981277,0,2
0,205,200,5.469688062476052e-07,4506,2
1,246,238,-0.0307009164243936,0,2
2,262,278,-0.0772859677672386,0,2
3,247,312,-0.1012468636035919,2611,2
4,218,332,-0.1199956089258194,4911,2
5,265,243,-0.2265306711196899,0,2
6,280,299,-0.279091477394104,0,2
7,288,337,-0.2810504138469696,0,2
8,295,363,-0.2813849747180938,4568,2
9,228,243,-0.2205408215522766,2917,2
10,229,311,-0.2584883570671081,2979,2
11,233,320,-0.2104319632053375,3068,2
12,235,313,-0.1782303899526596,3062,2
13,197,245,-0.2084013670682907,2947,2
14,194,312,-0.2273784726858139,2851,2
15,211,315,-0.173219695687294,3006,2
16,224,302,-0.1417049765586853,2797,2
17,172,248,-0.1983675360679626,0,2
18,155,284,-0.2444278448820114,2758,2
19,145,311,-0.2541899085044861,2540,2
20,135,330,-0.2592172920703888,0,2
0,500,146,-1.2199302545923274e-07,0,2
1,447,168,-0.0155933042988181,0,2
2,425,215,-0.0324442945420742,2899,2
3,427,260,-0.0372411236166954,2953,2
4,439,286,-0.0410709194839,0,2
5,456,196,-0.1065078601241111,0,2
6,462,255,-0.1316766142845153,2859,2
7,470,290,-0.1405319720506668,2654,2
8,482,317,-0.1484510600566864,0,2
9,495,193,-0.1023174151778221,10319,2
10,492,265,-0.1159159168601036,0,2
11,478,259,-0.1052531152963638,0,2
12,471,244,-0.1037983670830726,0,2
13,525,195,-0.0936189144849777,0,2
14,520,270,-0.100318394601345,9774,2
15,505,261,-0.0896205678582191,0,2
16,495,243,-0.0895387083292007,0,2
17,543,200,-0.084848441183567,0,2
18,563,249,-0.1022825166583061,0,2
19,568,275,-0.1154440864920616,0,2
20,574,296,-0.129478320479393,0,2
0,465,145,-1.102189131074738e-07,0,2
1,413,161,-0.0119638564065098,4089,2
2,391,205,-0.0367075316607952,2866,2
3,390,254,-0.0553300380706787,2779,2
4,397,290,-0.0751970261335372,4865,2
5,396,175,-0.0920486375689506,3519,2
6,384,226,-0.1159735918045044,2839,2
7,381,260,-0.1181549504399299,2812,2
8,383,281,-0.1194347813725471,0,2
9,430,177,-0.0972142964601516,4050,2
10,418,253,-0.1186871901154518,2687,2
11,415,274,-0.1099587455391883,2525,2
12,416,276,-0.106741614639759,0,2
13,461,182,-0.0986282154917717,0,2
14,450,256,-0.117854543030262,0,2
15,444,266,-0.1048459261655807,0,2
16,441,261,-0.0973902940750122,0,2
17,486,188,-0.0993092060089111,10187,2
18,484,245,-0.1252272874116897,9689,2
19,482,269,-0.1290570050477981,9506,2
20,483,282,-0.130746841430664,9378,2
0,300,146,2.924386137692636e-07,6016,2
1,288,177,-0.0333197079598903,2326,2
2,290,216,-0.0726779103279113,2170,2
3,296,251,-0.109880581498146,2324,2
4,282,276,-0.146744817495346,2196,2
5,285,165,-0.0913994088768959,5993,2
6,296,211,-0.1246934384107589,2188,2
7,306,238,-0.1336842477321624,0,2
8,305,251,-0.1365894824266433,2460,2
9,307,144,-0.0958127379417419,6032,2
10,346,184,-0.1234954968094825,0,2
11,371,209,-0.1233925595879554,0,2
12,382,223,-0.1266923248767852,0,2
13,330,132,-0.1001670211553573,6131,2
14,371,182,-0.127267301082611,0,2
15,372,208,-0.120342843234539,0,2
16,365,216,-0.1147225201129913,5856,2
17,353,132,-0.1074025556445121,6199,2
18,392,168,-0.1161274388432502,6076,2
19,397,186,-0.1038426756858825,5982,2
20,396,192,-0.0969538763165474,5945,2
0,270,201,3.3667166121631453e-07,2158,2
1,312,222,-0.0336111523211002,1988,2
2,336,253,-0.0747666358947753,1763,2
3,330,295,-0.1159599348902702,0,2
4,304,326,-0.1600327491760254,5750,2
5,333,177,-0.0832474380731582,5902,2
6,371,217,-0.1235823482275009,0,2
7,389,249,-0.1503324508666992,0,2
8,399,274,-0.1694382429122924,0,2
9,293,171,-0.0946446284651756,5924,2
10,317,246,-0.1367843151092529,1825,2
11,314,278,-0.1521817445755005,1714,2
12,310,288,-0.1643820852041244,0,2
13,255,183,-0.1066710948944091,2181,2
14,278,264,-0.1457108259201049,2020,2
15,280,289,-0.1475347876548767,2171,2
16,281,289,-0.1467265635728836,2176,2
17,226,202,-0.1214220449328422,2220,2
18,236,261,-0.1458648294210434,2014,2
19,238,278,-0.1397520750761032,2068,2
20,238,278,-0.1343441158533096,2068,2
0,375,246,2.3630323653378585e-07,0,2
1,332,263,-0.0207859966903924,2921,2
2,312,296,-0.0482574664056301,2777,2
3,327,335,-0.0669124275445938,2536,2
4,348,356,-0.0863917842507362,0,2
5,325,251,-0.0939622521400451,2929,2
6,309,282,-0.1263832300901413,2818,2
7,294,307,-0.1424855142831802,2743,2
8,283,327,-0.1552577763795852,6356,2
9,357,256,-0.0966869443655014,0,2
10,335,319,-0.131066009402275,2637,2
11,338,321,-0.1327051669359207,2643,2
12,342,307,-0.1328010410070419,2746,2
13,385,267,-0.0967184677720069,0,2
14,361,333,-0.1235407069325447,0,2
15,354,336,-0.1169906854629516,0,2
16,350,325,-0.1103215515613555,0,2
17,407,279,-0.0965958684682846,8856,2
18,394,323,-0.1218036562204361,0,2
19,383,343,-0.1274856626987457,8383,2
20,377,352,-0.1309228688478469,8333,2
0,281,201,1.6521747170372694e-07,2018,2
1,324,207,-0.0481580682098865,0,2
2,357,224,-0.0967931374907493,0,2
3,367,261,-0.1427555829286575,6050,2
4,362,300,-0.1901182234287262,6006,2
5,344,158,-0.1027537882328033,5956,2
6,380,217,-0.1588854342699051,0,2
7,399,255,-0.1934673637151718,0,2
8,414,277,-0.2150367349386215,0,2
9,299,161,-0.1084595844149589,5866,2
10,325,239,-0.158254474401474,1676,2
11,327,277,-0.1716755181550979,1507,2
12,329,285,-0.1812439262866974,0,2
13,262,179,-0.1161931976675987,2046,2
14,289,258,-0.1610495895147323,1869,2
15,295,291,-0.1524030715227127,0,2
16,299,293,-0.1423441618680954,0,2
17,234,200,-0.1286276876926422,2052,2
18,253,259,-0.1519661247730255,1877,2
19,263,283,-0.1362063437700271,1893,2
20,268,287,-0.122389867901802,1934,2
0,366,278,2.1067192790269479e-07,0,2
1,327,293,-0.0163892619311809,2840,2
2,314,318,-0.0420204922556877,2816,2
3,338,352,-0.0603921115398407,6906,2
4,367,369,-0.080125443637371,8178,2
5,335,258,-0.0919348374009132,2944,2
6,322,286,-0.1243667230010032,2832,2
7,307,312,-0.14515221118927,2736,2
8,294,333,-0.1624981313943863,0,2
9,369,260,-0.0980739966034889,0,2
10,347,327,-0.1298615485429763,2560,2
11,345,329,-0.1361356973648071,2548,2
12,345,316,-0.1421173810958862,2623,2
13,397,271,-0.0999330729246139,0,2
14,375,337,-0.1238865181803703,0,2
15,367,331,-0.1167237907648086,0,2
16,364,311,-0.1119285449385643,0,2
17,416,284,-0.1016005650162696,8866,2
18,409,323,-0.1235313639044761,8593,2
19,401,339,-0.1277810484170913,8428,2
20,398,348,-0.1329186707735061,8390,2
0,360,330,2.434800023820572e-07,2971,2
1,325,345,-0.0261636991053819,2840,2
2,314,371,-0.0590506307780742,2834,2
3,337,402,-0.0812395960092544,6372,2
4,367,421,-0.1040640026330947,7818,2
5,335,308,-0.123224176466465,2949,2
6,318,347,-0.1604708284139633,2828,2
7,302,375,-0.1805455386638641,2893,2
8,291,397,-0.196601316332817,6223,2
9,370,310,-0.1242853701114654,0,2
10,348,382,-0.1604317426681518,2605,2
11,343,379,-0.1626198887825012,2590,2
12,344,363,-0.1659064590930938,2631,2
13,398,321,-0.1207932531833648,0,2
14,377,390,-0.1460267007350921,8050,2
15,368,383,-0.1376450955867767,0,2
16,363,364,-0.1337343752384185,0,2
17,414,335,-0.1177664250135421,8511,2
18,413,377,-0.1430716216564178,8246,2
19,407,398,-0.1516993045806884,8057,2
20,404,411,-0.1612301021814346,7996,2
0,283,264,2.3600037479809546e-07,3340,2
1,327,272,-0.0316159464418888,0,2
2,357,299,-0.0641147494316101,0,2
3,364,332,-0.0793875902891159,0,2
4,359,358,-0.0916386842727661,4704,2
5,352,277,-0.1567016094923019,5080,2
6,380,326,-0.2122586220502853,4979,2
7,397,359,-0.23696930706501,4994,2
8,408,382,-0.2531073093414306,5002,2
9,320,289,-0.1497502326965332,2907,2
10,344,363,-0.1974740475416183,0,2
11,342,353,-0.1812814176082611,2566,2
12,334,329,-0.1653348207473755,2686,2
13,291,301,-0.1403402835130691,2909,2
14,312,369,-0.1690956950187683,4806,2
15,316,358,-0.1397863328456878,4796,2
16,312,338,-0.1181976720690727,2870,2
17,270,311,-0.1328810304403305,2936,2
18,272,349,-0.173276737332344,2883,2
19,270,372,-0.1843267232179641,4881,2
20,265,390,-0.1889155805110931,4812,2
0,396,252,1.1359428242485593e-07,3912,2
1,351,268,-0.0211159791797399,2766,2
2,332,305,-0.0552522838115692,2617,2
3,347,348,-0.0795098692178726,5064,2
4,372,374,-0.1045538410544395,5188,2
5,336,258,-0.1266465783119201,2768,2
6,327,312,-0.1524193882942199,2607,2
7,322,343,-0.1519969701766967,2708,2
8,320,362,-0.152800515294075,4923,2
9,374,261,-0.1309501528739929,3458,2
10,365,340,-0.1576618999242782,0,2
11,356,346,-0.147518441081047,0,2
12,348,336,-0.1427230387926101,0,2
13,405,268,-0.1301882117986679,0,2
14,396,345,-0.15459044277668,8680,2
15,383,349,-0.1471951901912689,0,2
